2019年4月に国名をエスワティニ王国と改めた国はどこでしょう？,スワジランド,レソト,ガンビア,マラウイ,地理
2006年にヤンゴンから遷都したミャンマーの首都はどこでしょう？,ネピドー,タウンジー,マンダレー,モーラミャイン,地理
ブラジル連邦で人口が最も多い都市はどこでしょう？,サンパウロ,リオ・デ・ジャネイロ,ブラジリア,クリチーバ,地理
EU(欧州連合)の前身ではない組織は次のうちどれでしょう？,EFTA(欧州自由貿易連合),EURATOM(欧州原子力共同体),ECSC(欧州石炭鉄鋼共同体),EEC(欧州経済共同体),地理
国境線だらけの町として有名なバールレに多数あるのは次のうちどの国境でしょう？,ベルギーとオランダ,ベルギーとルクセンブルク,オランダとドイツ,ドイツとルクセンブルク,地理
2011年まで緑一色の国旗を使用していた国はどこでしょう？,リビア,ニジェール,マリ,ベナン,地理
「インド洋のガラパゴス」と呼ばれる世界遺産ソコトラ島はどの国の領土でしょう？,イエメン,イラン,ヨルダン,サウジアラビア,地理
次のうち、最大の都市が首都である国はどこでしょう？,ウズベキスタン,パキスタン,ベトナム,ニュージーランド,地理
次の瀑布のうち、国境の役割を果たしていないのはどれでしょう？,エンジェルフォール,ヴィクトリアの滝,ナイアガラの滝,イグアスの滝,地理
赤道直下に領土を持つ11カ国のうち、島国はインドネシアとどこでしょう？,サントメ・プリンシペ,カーボベルデ,セーシェル,モルディブ,地理
ビーチ上を低空で飛行機が通過することで有名なプリンセス・ジュリアナ空港があるフランスとオランダの海外領土はどこでしょう？,セント・マーチン島,キュラソー島,サン・バルテルミー島,アルバ島,地理
2017年、世界の空港の年間乗客数のランキングで、20年間連続の首位を達成した空港はどこでしょう？,ハーツフィールド・ジャクソン・アトランタ国際空港,ロンドン・ヒースロー空港,北京首都国際空港,ドバイ国際空港,地理
世界最北の首都はどこでしょう？,レイキャビク（アイスランド）,オスロ（ノルウェー）,ストックホルム（スウェーデン）,ヘルシンキ（フィンランド）,地理
次のうち、国名と首都の都市名が同じではない国はどこでしょう？,グアテマラ,パナマ,ジブチ,クウェート,地理
大陸に領土がありながら島に首都がある国は３カ国あるが、次のうち当てはまらないのはどれでしょう？,マレーシア,赤道ギニア,イギリス,デンマーク,地理
ユトランド半島を横断し、北海とバルト海を結ぶ運河は次のうちどれでしょう？,キール運河,ミッテルラント運河,コリントス運河,ミディ運河,地理
日本語では溶食盆地という、カルスト地形の中で最大の面積を誇る地形は次のうちどれでしょう？,ポリエ,ドリーネ,ウバーレ,モレーン,地理
スヴァールバル諸島について誤っている記述は次のうちどれでしょう？,米軍が駐留している,世界種子貯蔵庫がある,有人島はスピッツベルゲン島のみである,ノルウェー領である,地理
次のうち、国旗の裏と表でデザインが違う国はどこでしょう？,パラグアイ,ガイアナ,スリナム,マラウイ,地理
パプアニューギニア、ウガンダ、メキシコ、ドミニカ国の国旗に共通することはなにでしょう？,鳥が描かれている,文字が入っている,星(太陽)が描かれている,架空の生き物が描かれている,地理
南米の国と公用語の組み合わせで誤っているものはどれでしょう？,ボリビアーフランス語,スリナムーオランダ語,ガイアナ―英語,ブラジル―ポルトガル語,地理
中米の国と首都の組み合わせで誤っているものはどれでしょう？,ジャマイカ―フリータウン,ガイアナ―ジョージタウン,バルバトス―ブリッジタウン,セントヴィンセント・グレナディーン―キングスタウン,地理
南米の国ベネズエラについて、誤っている記述は次のうちどれでしょう？,サッカーが一番盛んなスポーツである,OPEC(石油輸出国機構)の加盟国である,スペインから独立した,リャノ(熱帯草原)がオリノコ川流域に広がる,地理
ニューカレドニアについて、誤っている記述は次のうちどれでしょう？,通貨はユーロである,メラネシアに位置する,フランス領である,ニッケルが産出される,地理
ミクロネシア・メラネシア・ポリネシアについて誤っている記述は次のうちどれでしょう？,ポリネシアの範囲が一番狭い,日本から一番近いのはミクロネシアである,ハワイはポリネシアに属する,メラネシアは赤道以南に位置する,地理
2019年現在、地下鉄の総延長距離が一番長い都市はどこでしょう？,上海,北京,香港,東京,地理
次の首都のうち、2019年現在地下鉄が運行していないのはどこでしょう？,イスラマバード(パキスタン),平壌(北朝鮮),サントドミンゴ(ドミニカ共和国),リマ(ペルー),地理
羊の飼育頭数が世界一多い国はどこでしょう？,中華人民共和国,インド,オーストラリア,ニュージーランド,地理
次のうち、アルプス三大北壁に該当しない山はどれでしょう？,モンブラン,アイガー,グランド・ジョラス,マッターホルン,地理
次のうち、日本三大急流に該当しない河川はどれでしょう？,常願寺川(富山県),球磨川(熊本県),最上川(山形県),富士川(静岡県など),地理
記録上、登山による死者が一番多い山はどれでしょう？,谷川岳,K2,玉山,マカルー,地理
