世界の労働者の労働条件の改善や生活水準の向上を目的とする「国際労働機関」の略称は何でしょう？,ILO,IMO,IAEA,FAO,社会科学
原子力の平和的利用の促進及び軍事転用の防止を目的とする「国際原子力機関」の略称は何でしょう？,IAEA,IMO,ILO,FAO,社会科学
一定の廃棄物の国境を越える移動等の規制について国際的な枠組みおよび手続等を規定した条約を採択された都市から何条約というでしょう？,バーゼル条約,オタワ条約,オスロ条約,ロッテルダム条約,社会科学
有害な化学物質の国際貿易によって人や環境に悪影響が生じることを防ぐために締結された多国間条約を採択された都市から何条約というでしょう？,ロッテルダム条約,バーゼル条約,オタワ条約,オスロ条約,社会科学
対人地雷の使用、貯蔵、生産及び移譲の禁止並びに廃棄に関する条約を採択された都市から何条約というでしょう？,オタワ条約,バーゼル条約,オスロ条約,ロッテルダム条約,社会科学
クラスター弾の使用や保有、製造を全面的に禁止する条約を採択された都市から何条約というでしょう？,オスロ条約,バーゼル条約,オタワ条約,ハーグ条約,社会科学
国際的な子の奪取の民事面に関する条約を採択された都市から何条約というでしょう？,ハーグ条約,オスロ条約,バーゼル条約,オタワ条約,社会科学
アフリカの開発支援のために、日本が主導し国連や世界銀行等と共同で開催している「アフリカ開発会議」の略称は何でしょう？,TICAD,IMO,ILO,FAO,社会科学
福島第一原発の事故処理でも使われた、汚染水から多種類の放射線物質を除去する装置、「多核性除去設備」の略称は何でしょう？,ALPS,GMP,ISO,CUI,社会科学
原材料入荷から食品出荷までにいたる、食品の全製造工程における品質管理システムは何でしょう？,HACCP,JIS,FDA,GMP,社会科学
次の企業のうち、世界初のスマートフォンといわれる「Simon」を1994年に発売したのはどこでしょう？,IBM,MicroSoft,Apple,モトローラ,社会科学
次のうち、世界初のウェブブラウザはどれでしょう？,WorldWideWeb,NCSA Mosaic,Netscape Navigator,Internet Explorer,社会科学
